COUNTRY;YEAR;CODE;NDN;NDC;NDC per 1000 borns;NDN per 1000 borns;HE;PPV;RVC ;GNI;PBSF ;PB ;BR;PISF ;DD;PMS ;PFS ;HIV;LE ;TP;PPHIV 
Guinea;2013;GIN2013;813;6736;14,3158020015769;1,7278424921737;25;10;No;650;19,4;470529;37;20;47;12,5;2;8300;51,7;12717000;0,06526696547928
Benin;2000;BEN2000;770;6742;14,3632614105055;1,64041994750656;15;60;Yes;390;18,4;469392;42;10;61;12;2;6200;48,1;11176000;0,055476020042949
Benin;2012;BEN2012;831;5665;13,6997233453926;2,00961519859158;37;67;Yes;820;18,4;413512;37;13;86;16;1;3600;52,5;11176000;0,032211882605583
Benin;2013;BEN2013;838;5717;14,0379415825192;2,0576867318788;37;70;Yes;890;19;407253,44;36,44;13;89;16;1;3600;52,5;11176000;0,032211882605583
Tajikistan;2000;TJK2000;360;3750;14,0118820760004;1,34514067929604;7;1;No;170;94,4;267630;30;90;44;30;2,6;1000;56,6;8921000;0,0112095056608
Mauritania;2013;MRT2013;329;2159;14,3665158371041;2,18924673941975;48;20;Yes;1410;39,5;150280;34;42;4;40;4;500;55,1;4420000;0,01131221719457
Azerbaijan;2000;AZE2000;281;2063;13,9373057694906;1,89839210917444;30;20;Yes;610;84,7;148020;15;66;97;59;1;500;59,3;9868000;0,005066882853668
Kyrgyzstan;2000;KGZ2000;211;1784;14,4500242993682;1,70905556455532;13;10;Yes;280;93;123460;20;92;26;51;5;500;59,7;6173000;0,008099789405475
Lesotho;2000;LSO2000;194;987;13,8126959247649;2,71495745633677;29;10;Yes;630;29,3;71456;32;7;62;35;1;26000;43,1;2233000;1,16435288849082
Comoros;2000;COM2000;57;414;13,7459326648516;1,89255594661;13;15;No;420;34,2;30118;37;27;291;31;14;100;52,1;814000;0,012285012285012
Pakistan;2000;PAK2000;19934;95237;15,1061652353108;3,16186248832582;15;60;Yes;490;58,3;6304512;32;32;180;37;8;200;54,2;197016000;0,000101514597799
Sudan;2000;SDN2000;3398;24034;14,8237238793082;2,09582315644043;15;20;Yes;330;23,5;1621320;40;21;15;8,3;1;2600;50,9;40533000;0,00641452643525
Angola;2013;AGO2013;2770;21206;15,4781090518399;2,02180336101087;267;9;Yes;4350;50,6;1370064;46;37;21;16,7;1,6;25000;45,9;29784000;0,083937684662906
Myanmar;2000;MMR2000;2899;20038;15,0178936126361;2,17271551966424;3;1;No;1140;79,4;1334275;25;70;71;57;16;37000;54,7;53371000;0,06932603848532
Niger;2012;NER2012;1943;15731;14,6491595660474;1,80937747357638;24;4;Yes;390;10,1;1073850;50;11;14;16;1;1800;54,2;21477000;0,008381058807096
Madagascar;2000;MDG2000;1569;16120;15,3756494351929;1,49655049403335;12;60;Yes;250;11,6;1048411;41;5;27;26,6;1,6;2300;50,2;25571000;0,008994564154707
Cote d'Ivoire;2013;CIV2013;2011;13830;15,2532940166721;2,21795909381978;87;1;Yes;1340;22;906689,4;37,32;29;69;18,7;1,8;20000;47;24295000;0,082321465322083
Mali;2012;MLI2012;1967;12568;15,0625007490502;2,35741080310167;42;68;Yes;930;23,3;834390;45;29;13;33;3;5900;51,1;18542000;0,031819652680401
Mali;2013;MLI2013;1944;12515;15,3398672301703;2,38279679548151;53;71;Yes;770;23,8;815848;44;30;14;34;3;5900;51,1;18542000;0,031819652680401
Burundi;2000;BDI2000;824;6935;15,1987341328284;1,80587698997125;7;96;Yes;130;47,5;456288;42;41;249;24,6;9,8;11000;43,6;10864000;0,101251840942563
Sierra Leone;2013;SLE2013;655;4305;15,3965001126573;2,34255692770977;96;92;Yes;650;13;279609;37;14;96;56;12;5300;44,4;7557000;0,070133650919677
Sierra Leone;2012;SLE2012;675;4296;15,3643123075438;2,4140853835177;69;92;Yes;530;12,8;279609;37;14;94;55;13;5300;44,4;7557000;0,070133650919677
Eritrea;2000;ERI2000;248;2360;15,0712050577942;1,583753751836;7;80;Yes;210;15,3;156590;35;8;34;11,3;0,6;1700;38,8;4474000;0,037997317836388
Mauritania;2012;MRT2012;330;2197;14,6193771626298;2,19590098482832;44;1;Yes;1310;38,2;150280;34;40;4;39;4;500;55,1;4420000;0,01131221719457
Guinea-Bissau;2013;GNB2013;192;1036;14,6497355694448;2,71500890862298;32;8;Yes;620;20,5;70718;38;20;60;12,5;2;1300;51,5;1861000;0,069854916711446
Guinea-Bissau;2012;GNB2012;195;1059;14,9749710116236;2,75743092282022;31;3;Yes;610;20,2;70718;38;20;58;12,5;2;1300;51,5;1861000;0,069854916711446
Senegal;2000;SEN2000;1019;9650;15,6101127648664;1,64836320283926;22;70;Yes;510;46,1;618189;39;39;51;18;1;5300;50,4;15851000;0,033436376253864
South Sudan;2012;SSD2012;1336;7642;15,9911945895273;2,79563412347663;25;1;No;830;6,6;477888;38;8;21;8,3;1;16000;49,9;12576000;0,127226463104326
Haiti;2012;HTI2012;527;4627;16,2063144031999;1,84584562145804;73;10;Yes;750;26,7;285506;26;29;373;21;3;7900;55,4;10981000;0,071942446043166
Haiti;2013;HTI2013;519;4412;16,0713960477188;1,89053820234951;77;15;Yes;800;27,1;274525;25;29;379;21;3;7900;55,4;10981000;0,071942446043166
Swaziland;2000;SWZ2000;65;704;15,6059497683492;1,44089024849815;75;45;Yes;1580;57,5;45111;33;49;62;16;3;17000;42;1367000;1,24359912216533
Angola;2012;AGO2012;2815;22687;16,5590804517161;2,05464854196592;190;5;Yes;3820;49,1;1370064;46;36;20;16,7;1,6;25000;45,9;29784000;0,083937684662906
Cameroon;2000;CMR2000;1513;16465;16,6951594684318;1,53414978899103;26;80;Yes;680;45,2;986214;41;40;32;12;1;60000;44,7;24054000;0,249438762783737
Zambia;2000;ZMB2000;1332;13068;16,988416988417;1,73160173160173;23;60;Yes;330;43,2;769230;45;26;14;31;6;81000;38,3;17094000;0,473850473850474
Guinea;2000;GIN2000;1287;9495;17,363682746589;2,35356078934808;12;5;No;380;18,9;546831;43;9;36;12,5;2;9400;45,7;12717000;0,073916804277739
South Sudan;2013;SSD2013;1357;7726;16,6039130733787;2,91632281136098;18;1;No;990;6,7;465312;37;9;21;8,3;1;16000;49,9;12576000;0,127226463104326
Nigeria;2000;NGA2000;19631;150595;18,3471249977766;2,39166247771408;17,2;2;Yes;270;29,9;8208098;43;36;134;11;2;340000;41;190886000;0,178116781744078
Ethiopia;2000;ETH2000;12464;84077;18,2059406146413;2,69894077834472;5;25;Yes;120;24,3;4618108;44;3;67;9;1;85000;44,3;104957000;0,080985546461884
Liberia;2000;LBR2000;367;3571;17,5499813245788;1,80365251921603;11;20;Yes;150;16,1;203476;43;13;30;18;4;4500;43,9;4732000;0,095097210481826
Central African Republic;2000;CAF2000;545;3348;17,9652285898261;2,9244473062889;11;15;Yes;250;21,5;186360;40;15;6;15,9;1,5;12000;39,8;4659000;0,25756600128783
Nigeria;2012;NGA2012;19515;149867;19,4094581034245;2,5274114707596;90,5;4;Yes;2480;29,9;7721338,7;40,45;33;184;16;1;220000;47,7;190886000;0,115252035246168
Nigeria;2013;NGA2013;19344;148066;19,391940739499;2,53344928386576;109,4;5;Yes;2700;29,6;7635440;40;33;189;16;1;220000;47,7;190886000;0,115252035246168
Cambodia;2000;KHM2000;897;8359;18,6526531887357;2,0016066407819;17;20;Yes;300;37,2;448140;28;12;69;51;8;8800;45,5;16005000;0,054982817869416
Timor-Leste;2000;TLS2000;116;1055;18,5009820426487;2,03423120089787;18;1;No;4090;39,8;57024;44;41;58;61;21;5000;52,2;1296000;0,385802469135802
Chad;2000;TCD2000;1541;15512;20,4132122647717;2,02789840768522;10;5;No;180;12;759900;51;10;7;14,1;2,3;11000;40,9;14900000;0,073825503355705
Haiti;2000;HTI2000;625;6676;19,6115871696273;1,83601587492766;26;5;Yes;470;26,7;340411;31;17;310;18;4;11000;51,2;10981000;0,100173026136053
Lao People's Democratic Republic;2000;LAO2000;583;4399;20,0450204141149;2,65656897054535;11;60;Yes;280;64,6;219456;32;28;23;74;21;1000;51;6858000;0,014581510644503
Central African Republic;2012;CAF2012;565;3240;20,4537706905041;3,56678408646137;18;23;Yes;500;21,5;158406;34;25;7;15,9;1,5;8700;45,9;4659000;0,186735350933677
Guinea-Bissau;2000;GNB2000;208;1560;20,4453414765206;2,72604553020275;16;1;Yes;200;20,2;76301;41;12;44;12,5;2;4500;45,4;1861000;0,241805480924234
Mali;2000;MLI2000;1968;19730;21,7157297607858;2,1660697500875;16;60;Yes;280;23,3;908558;49;19;9;21;4;11000;43,3;18542000;0,059324776183799
Sierra Leone;2000;SLE2000;753;7550;21,7189936195062;2,16614598615738;21;75;Yes;140;12,8;347622;46;10;63;40;21;5300;34,2;7557000;0,070133650919677
Central African Republic;2013;CAF2013;556;3503;22,1140613360605;3,50996805676553;13;47;Yes;330;21,6;158406;34;25;7;15,9;1,5;8700;45,9;4659000;0,186735350933677
Niger;2000;NER2000;2057;25739;22,6121669429605;1,80711089792415;9;2;Yes;170;10,1;1138281;53;6;9;9;1;7600;43,6;21477000;0,035386692741072
Rwanda;2000;RWA2000;932;11414;23,3740170380079;1,90858453473132;9;90;Yes;240;59,1;488320;40;44;325;16,3;7;22000;40;12208000;0,180209698558322
Chad;2012;TCD2012;1829;17110;24,9635249489349;2,66851473592063;37;5;No;960;12;685400;46;10;10;14,1;2,3;4800;46,1;14900000;0,032214765100671
Chad;2013;TCD2013;1842;17889;26,1000875401226;2,68748176247447;37;5;No;980;12;685400;46;10;10;14,1;2,3;4800;46,1;14900000;0,032214765100671
Angola;2000;AGO2000;3118;33410;22,8927187313281;2,13647102676687;22;3;Yes;360;49,1;1459416;49;20;13;16,7;1,6;15000;39,3;29784000;0,050362610797744
